Equipamento,Escala,IMO,Inicio,Fim,Unidade,Quantidade
QC03,PTSIE063101672,0567326,2022-03-02 20:37:27,2022-03-02 01:24:08,Unidade,254.0
QC04,PTSIE063101672,0567326,2022-03-02 01:24:08,2022-03-02 11:56:05,Unidade,260.0
QC09,PTSIE495237759,2281432,2023-08-11 15:04:40,2023-08-11 17:25:25,Tonelada,388.76705441175403
QC10,PTSIE495237759,2281432,2023-08-11 17:25:25,2023-08-12 04:34:17,Tonelada,105.1667805232879
QC08,PTSIE495237759,2281432,2023-08-12 04:34:17,2023-08-12 06:40:29,Unidade,165.0
QC07,PTSIE495237759,2281432,2023-08-12 06:40:29,2023-08-11 17:05:59,Tonelada,253.12024021671186
QC06,PTSIE495237759,2281432,2023-08-11 17:05:59,2023-08-11 20:44:38,Unidade,360.0
QC07,PTSIE179580650,4819705,2023-12-08 10:18:21,2023-12-09 00:20:25,Unidade,331.0
QC05,PTSIE179580650,4819705,2023-12-09 00:20:25,2023-12-08 12:56:38,Tonelada,505.7846006193596
QC06,PTSIE179580650,4819705,2023-12-08 12:56:38,2023-12-08 11:48:52,Unidade,568.0
QC05,PTSIE018098942,8935144,2023-03-19 23:56:33,2023-03-20 17:28:12,Quilograma,1690667.8287442187
QC06,PTSIE018098942,8935144,2023-03-20 17:28:12,2023-03-20 21:56:28,Unidade,0.0
QC07,PTSIE018098942,8935144,2023-03-20 21:56:28,2023-03-20 14:07:48,Unidade,215.0
QC08,PTSIE018098942,8935144,2023-03-20 14:07:48,2023-03-20 00:55:53,Unidade,88.0
QC09,PTSIE018098942,8935144,2023-03-20 00:55:53,2023-03-20 01:52:42,Tonelada,702.0841810979696
QC06,PTSIE433090646,5142461,2024-02-25 14:47:46,2024-02-25 22:05:51,Unidade,26.0
QC05,PTSIE433090646,5142461,2024-02-25 22:05:51,2024-02-26 12:11:27,Unidade,216.0
QC07,PTSIE433090646,5142461,2024-02-26 12:11:27,2024-02-26 12:11:57,Unidade,180.0
QC04,PTSIE433090646,5142461,2024-02-26 12:11:57,2024-02-25 15:49:02,Unidade,478.0
QC06,PTSIE651191613,0082918,2024-05-11 12:38:07,2024-05-11 21:25:48,Unidade,337.0
QC04,PTSIE651191613,0082918,2024-05-11 21:25:48,2024-05-11 22:06:13,Unidade,87.0
QC05,PTSIE651191613,0082918,2024-05-11 22:06:13,2024-05-11 19:52:47,Tonelada,686.8825822145827
QC04,PTSIE903391543,1711171,2023-01-16 06:31:20,2023-01-16 18:25:08,Unidade,615.0
QC05,PTSIE903391543,1711171,2023-01-16 18:25:08,2023-01-17 04:46:20,Unidade,259.0
QC07,PTSIE903391543,1711171,2023-01-17 04:46:20,2023-01-16 07:13:51,Unidade,368.0
QC08,PTSIE903391543,1711171,2023-01-16 07:13:51,2023-01-16 19:01:45,Tonelada,46.97537141855861
FLEXIVEL 1,PTSIE903391543,1711171,2023-01-16 19:01:45,2023-01-16 15:01:22,Tonelada,334.6351138089452
FLEXIVEL 2,PTSIE903391543,1711171,2023-01-16 15:01:22,2023-01-17 01:45:42,Unidade,1239.0
QC03,PTSIE903391543,1711171,2023-01-17 01:45:42,2023-01-17 01:26:20,Unidade,128.0
QC03,PTSIE634388631,9032055,2023-05-29 22:55:30,2023-05-30 15:23:51,Tonelada,250.32234246488417
QC01,PTSIE634388631,9032055,2023-05-30 15:23:51,2023-05-30 18:22:46,Tonelada,68.16821846431836
FLEXIVEL 1,PTSIE634388631,9032055,2023-05-30 18:22:46,2023-05-30 15:24:41,Unidade,348.0
FLEXIVEL 1,PTSIE634388631,9032055,2023-05-30 15:24:41,2023-05-30 04:15:46,Unidade,357.0
FLEXIVEL 1,PTSIE634388631,9032055,2023-05-30 04:15:46,2023-05-30 19:15:58,Unidade,17.0
FLEXIVEL 1,PTSIE634388631,9032055,2023-05-30 19:15:58,2023-05-30 18:43:17,Unidade,508.0
QC06,PTSIE635604785,4633355,2024-08-24 10:05:57,2024-09-02 06:19:18,Unidade,203.0
QC07,PTSIE635604785,4633355,2024-09-02 06:19:18,2024-08-25 09:02:04,Unidade,1205.0
QC08,PTSIE635604785,4633355,2024-08-25 09:02:04,2024-09-06 11:59:54,Unidade,77.0
QC09,PTSIE635604785,4633355,2024-09-06 11:59:54,2024-09-07 18:13:14,Unidade,616.0
QC08,PTSIE811799032,7449025,2022-04-20 16:29:53,2022-04-21 11:21:38,Tonelada,431.32691518564803
QC07,PTSIE811799032,7449025,2022-04-21 11:21:38,2022-04-21 09:30:24,Unidade,808.0
QC09,PTSIE811799032,7449025,2022-04-21 09:30:24,2022-04-21 00:33:57,Unidade,786.0
QC06,PTSIE811799032,7449025,2022-04-21 00:33:57,2022-04-21 03:20:31,Quilograma,388141.6857127433
QC10,PTSIE811799032,7449025,2022-04-21 03:20:31,2022-04-20 17:42:03,Unidade,505.0
QC05,PTSIE811799032,7449025,2022-04-20 17:42:03,2022-04-20 16:50:53,Unidade,391.0
QC04,PTSIE243411718,3301289,2021-12-16 13:58:17,2021-12-16 18:38:51,Unidade,138.0
QC05,PTSIE243411718,3301289,2021-12-16 18:38:51,2021-12-17 09:45:39,Tonelada,853.2323557036377
QC06,PTSIE243411718,3301289,2021-12-17 09:45:39,2021-12-17 11:35:18,Unidade,155.0
QC09,PTSIE369330915,9566033,2024-10-02 19:26:05,2024-10-03 07:47:03,Unidade,492.0
QC08,PTSIE369330915,9566033,2024-10-03 07:47:03,2024-10-02 21:14:43,Tonelada,86.31501433448024
QC09,PTSIE543635325,8525362,2024-03-24 16:19:30,2024-03-25 02:49:18,Unidade,407.0
QC08,PTSIE543635325,8525362,2024-03-25 02:49:18,2024-03-25 14:20:39,Unidade,509.0
QC07,PTSIE543635325,8525362,2024-03-25 14:20:39,2024-03-25 07:02:17,Unidade,31.0
QC10,PTSIE543635325,8525362,2024-03-25 07:02:17,2024-03-24 19:41:41,Unidade,179.0
QC10,PTSIE636064625,5622005,2024-04-03 08:54:26,2024-04-03 13:46:37,Unidade,374.0
QC09,PTSIE636064625,5622005,2024-04-03 13:46:37,2024-04-04 02:15:02,Quilograma,517234.23194357415
QC08,PTSIE636064625,5622005,2024-04-04 02:15:02,2024-04-04 05:40:50,Unidade,228.0
QC07,PTSIE636064625,5622005,2024-04-04 05:40:50,2024-04-04 00:34:02,Tonelada,472.228041943192
QC05,PTSIE375184144,6961299,2022-03-14 04:58:26,2022-03-14 07:11:17,Quilograma,329382.58140889765
QC03,PTSIE375184144,6961299,2022-03-14 07:11:17,2022-03-14 23:38:12,Unidade,149.0
QC04,PTSIE375184144,6961299,2022-03-14 23:38:12,2022-03-14 12:25:51,Unidade,196.0
QC02,PTSIE375184144,6961299,2022-03-14 12:25:51,2022-03-14 06:14:33,Unidade,117.0
QC04,PTSIE057772236,9320816,2022-05-27 00:52:20,2022-05-27 07:31:53,Unidade,229.0
QC05,PTSIE057772236,9320816,2022-05-27 07:31:53,2022-05-27 23:53:10,Unidade,261.0
QC06,PTSIE057772236,9320816,2022-05-27 23:53:10,2022-05-27 01:31:37,Tonelada,908.0738813596167
QC03,PTSIE057772236,9320816,2022-05-27 01:31:37,2022-05-27 03:29:11,Quilograma,2889771.4783352553
FLEXIVEL 1,PTSIE057772236,9320816,2022-05-27 03:29:11,2022-05-27 07:05:56,Unidade,619.0
FLEXIVEL 1,PTSIE177208147,7617938,2023-09-05 19:53:45,2023-09-06 08:52:51,Unidade,445.0
QC10,PTSIE177208147,7617938,2023-09-06 08:52:51,2023-09-06 14:29:27,Quilograma,909753.3752778324
QC09,PTSIE177208147,7617938,2023-09-06 14:29:27,2023-09-06 07:45:23,Unidade,108.0
QC09,PTSIE612749061,2107161,2023-06-23 05:08:11,2023-06-26 00:29:16,Unidade,110.0
QC10,PTSIE612749061,2107161,2023-06-26 00:29:16,2023-06-26 01:39:15,Unidade,680.0
QC08,PTSIE612749061,2107161,2023-06-26 01:39:15,2023-06-25 08:10:10,Unidade,127.0
QC07,PTSIE612749061,2107161,2023-06-25 08:10:10,2023-06-25 06:14:18,Unidade,324.0
QC02,PTSIE283943408,6808239,2024-05-22 03:23:57,2024-05-22 13:56:22,Unidade,120.0
QC01,PTSIE283943408,6808239,2024-05-22 13:56:22,2024-05-22 07:17:20,Tonelada,481.5449407765291
QC09,PTSIE100157889,8755689,2021-12-10 11:20:55,2021-12-11 03:48:53,Unidade,228.0
QC10,PTSIE100157889,8755689,2021-12-11 03:48:53,2021-12-11 07:51:02,Tonelada,109.25250282267388
QC08,PTSIE100157889,8755689,2021-12-11 07:51:02,2021-12-11 03:09:38,Unidade,108.0
QC07,PTSIE100157889,8755689,2021-12-11 03:09:38,2021-12-11 03:54:19,Unidade,345.0
QC06,PTSIE100157889,8755689,2021-12-11 03:54:19,2021-12-10 15:07:30,Unidade,324.0
QC05,PTSIE277486108,5721654,2024-04-03 23:54:45,2024-04-04 08:23:28,Unidade,310.0
QC04,PTSIE277486108,5721654,2024-04-04 08:23:28,2024-04-04 22:28:30,Unidade,1457.0
QC03,PTSIE277486108,5721654,2024-04-04 22:28:30,2024-04-04 00:07:26,Unidade,655.0
QC06,PTSIE277486108,5721654,2024-04-04 00:07:26,2024-04-04 12:09:49,Unidade,38.0
QC04,PTSIE472786074,3442340,2023-09-30 14:56:08,2023-10-01 01:17:54,Tonelada,443.6126106161956
QC05,PTSIE472786074,3442340,2023-10-01 01:17:54,2023-10-01 08:57:39,Unidade,483.0
QC03,PTSIE472786074,3442340,2023-10-01 08:57:39,2023-10-01 07:52:07,Tonelada,253.23983614074342
FLEXIVEL 1,PTSIE181703223,2489585,2023-04-30 12:08:52,2023-05-01 21:23:17,Unidade,474.0
QC10,PTSIE181703223,2489585,2023-05-01 21:23:17,2023-04-30 22:29:42,Unidade,368.0
QC09,PTSIE181703223,2489585,2023-04-30 22:29:42,2023-04-30 15:22:42,Unidade,102.0
QC07,PTSIE181703223,2489585,2023-04-30 15:22:42,2023-05-01 05:29:13,Unidade,346.0
QC08,PTSIE181703223,2489585,2023-05-01 05:29:13,2023-05-01 17:49:01,Unidade,400.0
QC06,PTSIE586516494,0043972,2023-03-23 14:36:24,2023-03-24 11:03:53,Unidade,395.0
QC07,PTSIE586516494,0043972,2023-03-24 11:03:53,2023-03-24 00:02:02,Quilograma,40108.0
QC05,PTSIE586516494,0043972,2023-03-24 00:02:02,2023-03-24 04:16:55,Unidade,426.0
QC04,PTSIE586516494,0043972,2023-03-24 04:16:55,2023-03-23 21:11:19,Unidade,770.0
QC03,PTSIE942909603,5363651,2022-04-02 05:06:57,2022-04-03 01:36:11,Unidade,448.0
QC03,PTSIE942909603,5363651,2022-04-03 01:36:11,2022-04-03 00:12:51,Unidade,73.0
QC01,PTSIE942909603,5363651,2022-04-03 00:12:51,2022-04-02 20:36:24,Quilograma,552372.8015218617
QC01,PTSIE942909603,5363651,2022-04-02 20:36:24,2022-04-02 05:37:21,Unidade,207.0
QC02,PTSIE942909603,5363651,2022-04-02 05:37:21,2022-04-02 21:59:47,Unidade,419.0
QC02,PTSIE942909603,5363651,2022-04-02 21:59:47,2022-04-02 12:56:13,Unidade,135.0
FLEXIVEL 2,PTSIE942909603,5363651,2022-04-02 12:56:13,2022-04-02 08:00:38,Unidade,30.0
FLEXIVEL 1,PTSIE942909603,5363651,2022-04-02 08:00:38,2022-04-02 17:18:16,Tonelada,180.02529291279285
QC04,PTSIE942909603,5363651,2022-04-02 17:18:16,2022-04-02 20:55:44,Unidade,130.0
QC04,PTSIE942909603,5363651,2022-04-02 20:55:44,2022-04-02 10:52:46,Unidade,226.0
QC05,PTSIE942909603,5363651,2022-04-02 10:52:46,2022-04-02 21:38:27,Unidade,560.0
QC05,PTSIE942909603,5363651,2022-04-02 21:38:27,2022-04-02 21:59:54,Unidade,691.0
QC03,PTSIE438717586,5383889,2024-04-28 22:58:45,2024-04-29 07:36:59,Quilograma,40108.0
QC02,PTSIE438717586,5383889,2024-04-29 07:36:59,2024-04-29 05:22:07,Unidade,271.0
FLEXIVEL 1,PTSIE438717586,5383889,2024-04-29 05:22:07,2024-04-29 17:14:06,Unidade,475.0
QC01,PTSIE438717586,5383889,2024-04-29 17:14:06,2024-04-29 19:47:38,Unidade,190.0
QC09,PTSIE615093486,6808239,2024-05-25 13:33:31,2024-05-26 02:43:01,Unidade,270.0
QC10,PTSIE615093486,6808239,2024-05-26 02:43:01,2024-05-26 03:26:12,Unidade,305.0
QC08,PTSIE615093486,6808239,2024-05-26 03:26:12,2024-05-26 11:02:05,Tonelada,564.3319164677758
QC07,PTSIE615093486,6808239,2024-05-26 11:02:05,2024-05-25 15:15:10,Unidade,200.0
QC10,PTSIE907103759,5991374,2022-07-14 13:09:07,2022-07-14 21:50:30,Tonelada,187.40440510417278
QC09,PTSIE907103759,5991374,2022-07-14 21:50:30,2022-07-14 14:44:07,Unidade,382.0
QC08,PTSIE907103759,5991374,2022-07-14 14:44:07,2022-07-14 15:42:18,Unidade,56.0
QC07,PTSIE907103759,5991374,2022-07-14 15:42:18,2022-07-15 07:55:19,Unidade,361.0
QC06,PTSIE907103759,5991374,2022-07-15 07:55:19,2022-07-14 15:23:12,Unidade,571.0
FLEXIVEL 1,PTSIE907103759,5991374,2022-07-14 15:23:12,2022-07-14 16:34:18,Unidade,287.0
FLEXIVEL 2,PTSIE907103759,5991374,2022-07-14 16:34:18,2022-07-15 04:33:10,Tonelada,8.0
QC04,PTSIE065994843,5885012,2022-01-23 20:31:26,2022-01-24 20:22:35,Unidade,333.0
QC03,PTSIE065994843,5885012,2022-01-24 20:22:35,2022-01-25 04:07:26,Unidade,1.0
QC04,PTSIE482710922,3936648,2024-07-19 01:59:01,2024-07-20 11:27:55,Quilograma,1216908.5147709763
QC03,PTSIE482710922,3936648,2024-07-20 11:27:55,2024-07-21 20:42:49,Unidade,385.0
QC05,PTSIE482710922,3936648,2024-07-21 20:42:49,2024-07-20 04:12:56,Unidade,125.0
QC02,PTSIE482710922,3936648,2024-07-20 04:12:56,2024-07-21 04:10:17,Tonelada,163.01575258630933
QC08,PTSIE367871206,1386849,2024-10-24 22:24:11,2024-10-25 00:42:21,Quilograma,350145.53518605384
QC09,PTSIE367871206,1386849,2024-10-25 00:42:21,2024-10-25 00:40:33,Unidade,529.0
QC10,PTSIE367871206,1386849,2024-10-25 00:40:33,2024-10-25 16:24:47,Unidade,135.0
QC06,PTSIE367871206,1386849,2024-10-25 16:24:47,2024-10-25 20:40:14,Unidade,522.0
QC07,PTSIE367871206,1386849,2024-10-25 20:40:14,2024-10-25 06:50:19,Tonelada,684.8594908734601
QC08,PTSIE127335252,0560397,2022-12-28 23:44:31,2022-12-29 03:32:02,Unidade,192.0
QC09,PTSIE127335252,0560397,2022-12-29 03:32:02,2022-12-29 23:09:28,Tonelada,322.9662308275868
QC10,PTSIE127335252,0560397,2022-12-29 23:09:28,2022-12-29 16:14:48,Tonelada,492.6825680114329
QC07,PTSIE127335252,0560397,2022-12-29 16:14:48,2022-12-29 01:05:58,Tonelada,141.16338844954518
QC09,PTSIE435240709,9753974,2023-08-08 01:29:11,2023-08-08 14:00:57,Unidade,28.0
QC06,PTSIE435240709,9753974,2023-08-08 14:00:57,2023-08-08 17:44:13,Tonelada,431.99966551834086
QC10,PTSIE435240709,9753974,2023-08-08 17:44:13,2023-08-08 06:29:39,Unidade,97.0
QC08,PTSIE435240709,9753974,2023-08-08 06:29:39,2023-08-08 02:09:30,Unidade,454.0
QC07,PTSIE435240709,9753974,2023-08-08 02:09:30,2023-08-08 03:01:35,Unidade,333.0
FLEXIVEL 1,PTSIE435240709,9753974,2023-08-08 03:01:35,2023-08-08 11:50:16,Quilograma,171008.77683137712
FLEXIVEL 2,PTSIE435240709,9753974,2023-08-08 11:50:16,2023-08-08 01:54:30,Unidade,281.0
QC04,PTSIE296490626,6188641,2022-04-27 08:14:19,2022-04-29 22:53:34,Unidade,124.0
QC03,PTSIE296490626,6188641,2022-04-29 22:53:34,2022-04-30 03:35:07,Unidade,281.0
QC06,PTSIE616582983,9867444,2024-07-06 04:15:34,2024-07-06 14:38:56,Tonelada,552.7477606232035
QC04,PTSIE616582983,9867444,2024-07-06 14:38:56,2024-07-06 16:33:27,Unidade,309.0
QC07,PTSIE616582983,9867444,2024-07-06 16:33:27,2024-07-06 23:57:17,Unidade,312.0
QC08,PTSIE616582983,9867444,2024-07-06 23:57:17,2024-07-06 22:31:29,Unidade,1.0
QC09,PTSIE616582983,9867444,2024-07-06 22:31:29,2024-07-06 12:21:49,Unidade,1306.0
QC10,PTSIE986118307,3262009,2022-10-26 10:22:59,2022-10-27 01:23:03,Quilograma,896934.4235544959
QC09,PTSIE986118307,3262009,2022-10-27 01:23:03,2022-10-28 06:17:40,Unidade,386.0
QC08,PTSIE986118307,3262009,2022-10-28 06:17:40,2022-10-27 22:00:04,Unidade,1068.0
QC07,PTSIE986118307,3262009,2022-10-27 22:00:04,2022-10-27 11:37:05,Unidade,675.0
QC08,PTSIE353557224,0158954,2022-03-27 06:10:58,2022-03-27 17:30:28,Tonelada,48.217085160317154
QC06,PTSIE353557224,0158954,2022-03-27 17:30:28,2022-03-27 21:07:31,Unidade,358.0
QC07,PTSIE353557224,0158954,2022-03-27 21:07:31,2022-03-27 22:29:15,Unidade,60.0
QC09,PTSIE353557224,0158954,2022-03-27 22:29:15,2022-03-27 17:15:47,Quilograma,3269740.2799640703
QC10,PTSIE353557224,0158954,2022-03-27 17:15:47,2022-03-27 16:23:54,Unidade,57.0
QC05,PTSIE533348462,7132263,2024-03-02 23:40:23,2024-03-03 07:59:17,Tonelada,988.6650324807505
QC04,PTSIE533348462,7132263,2024-03-03 07:59:17,2024-03-03 05:48:23,Unidade,91.0
FLEXIVEL 1,PTSIE533348462,7132263,2024-03-03 05:48:23,2024-03-03 02:23:10,Unidade,665.0
QC06,PTSIE533348462,7132263,2024-03-03 02:23:10,2024-03-03 01:47:52,Unidade,112.0
QC10,PTSIE568761334,5721654,2023-01-26 03:54:53,2023-01-26 08:08:43,Unidade,522.0
QC09,PTSIE568761334,5721654,2023-01-26 08:08:43,2023-01-26 22:13:42,Unidade,84.0
QC08,PTSIE568761334,5721654,2023-01-26 22:13:42,2023-01-26 22:55:11,Unidade,275.0
QC07,PTSIE568761334,5721654,2023-01-26 22:55:11,2023-01-27 03:37:17,Unidade,578.0
QC08,PTSIE277591347,4650301,2022-03-30 10:42:20,2022-03-30 21:22:07,Unidade,181.0
QC07,PTSIE277591347,4650301,2022-03-30 21:22:07,2022-03-31 09:50:33,Unidade,402.0
QC09,PTSIE277591347,4650301,2022-03-31 09:50:33,2022-03-30 16:40:45,Unidade,250.0
QC10,PTSIE277591347,4650301,2022-03-30 16:40:45,2022-03-31 02:41:15,Unidade,172.0
QC05,PTSIE877448830,9938270,2022-12-15 13:23:57,2022-12-16 00:11:03,Tonelada,265.6582711664536
QC04,PTSIE877448830,9938270,2022-12-16 00:11:03,2022-12-16 06:25:44,Tonelada,358.09544936486634
FLEXIVEL 1,PTSIE877448830,9938270,2022-12-16 06:25:44,2022-12-15 17:16:44,Tonelada,333.0030678626657
FLEXIVEL 2,PTSIE877448830,9938270,2022-12-15 17:16:44,2022-12-15 22:31:42,Unidade,589.0
QC09,PTSIE626049778,7417140,2023-03-15 14:18:48,2023-03-15 23:13:23,Unidade,482.0
QC10,PTSIE626049778,7417140,2023-03-15 23:13:23,2023-03-16 02:16:42,Unidade,221.0
QC08,PTSIE626049778,7417140,2023-03-16 02:16:42,2023-03-16 04:48:05,Unidade,307.0
QC03,PTSIE479422183,5975400,2022-04-30 03:58:23,2022-04-30 11:03:45,Unidade,98.0
QC04,PTSIE479422183,5975400,2022-04-30 11:03:45,2022-04-30 14:06:34,Unidade,130.0
FLEXIVEL 1,PTSIE479422183,5975400,2022-04-30 14:06:34,2022-04-30 10:43:34,Unidade,670.0
QC02,PTSIE565666088,9242622,2023-02-07 11:14:40,2023-02-08 00:11:48,Unidade,314.0
QC03,PTSIE565666088,9242622,2023-02-08 00:11:48,2023-02-08 10:15:02,Unidade,84.0
QC04,PTSIE565666088,9242622,2023-02-08 10:15:02,2023-02-07 20:13:36,Unidade,657.0
QC09,PTSIE980330197,5374322,2023-02-25 06:28:26,2023-02-26 05:28:36,Tonelada,482.9091851537369
QC10,PTSIE980330197,5374322,2023-02-26 05:28:36,2023-02-25 11:57:24,Unidade,195.0
QC10,PTSIE103209117,1057668,2023-06-03 15:38:07,2023-06-04 05:23:09,Unidade,249.0
QC08,PTSIE103209117,1057668,2023-06-04 05:23:09,2023-06-04 01:36:09,Unidade,754.0
QC09,PTSIE103209117,1057668,2023-06-04 01:36:09,2023-06-04 08:04:29,Unidade,81.0
FLEXIVEL 1,PTSIE103209117,1057668,2023-06-04 08:04:29,2023-06-04 01:12:59,Tonelada,85.44788072788386
FLEXIVEL 2,PTSIE103209117,1057668,2023-06-04 01:12:59,2023-06-03 16:40:18,Tonelada,345.20031167240734
QC07,PTSIE103209117,1057668,2023-06-03 16:40:18,2023-06-04 06:44:52,Unidade,543.0
QC06,PTSIE103209117,1057668,2023-06-04 06:44:52,2023-06-04 03:01:01,Unidade,576.0
QC03,PTSIE869650392,5428166,2023-05-17 20:01:29,2023-05-18 18:26:37,Unidade,1334.0
QC04,PTSIE869650392,5428166,2023-05-18 18:26:37,2023-05-17 21:09:22,Unidade,706.0
QC02,PTSIE869650392,5428166,2023-05-17 21:09:22,2023-05-18 18:05:51,Unidade,266.0
FLEXIVEL 1,PTSIE869650392,5428166,2023-05-18 18:05:51,2023-05-18 07:44:39,Tonelada,368.3359568834766
FLEXIVEL 2,PTSIE869650392,5428166,2023-05-18 07:44:39,2023-05-18 14:13:01,Unidade,610.0
QC01,PTSIE869650392,5428166,2023-05-18 14:13:01,2023-05-18 08:54:36,Unidade,880.0
QC05,PTSIE869650392,5428166,2023-05-18 08:54:36,2023-05-17 21:36:09,Quilograma,521600.2490307052
QC06,PTSIE539100135,9867444,2022-08-30 17:02:09,2022-08-31 09:15:42,Unidade,71.0
QC07,PTSIE539100135,9867444,2022-08-31 09:15:42,2022-08-31 16:54:25,Unidade,116.0
QC05,PTSIE539100135,9867444,2022-08-31 16:54:25,2022-08-30 23:33:47,Unidade,173.0
QC04,PTSIE539100135,9867444,2022-08-30 23:33:47,2022-08-30 17:24:18,Unidade,218.0
QC04,PTSIE273951984,9421276,2023-06-09 20:50:39,2023-06-10 01:10:03,Unidade,37.0
QC05,PTSIE273951984,9421276,2023-06-10 01:10:03,2023-06-11 11:11:49,Unidade,117.0
QC03,PTSIE273951984,9421276,2023-06-11 11:11:49,2023-06-10 21:50:34,Tonelada,736.3903784562372
QC02,PTSIE273951984,9421276,2023-06-10 21:50:34,2023-06-11 05:49:43,Unidade,493.0
QC06,PTSIE522245570,1042640,2024-10-05 03:21:08,2024-10-05 18:20:28,Unidade,64.0
QC05,PTSIE522245570,1042640,2024-10-05 18:20:28,2024-10-05 11:55:28,Quilograma,338184.70172621007
QC07,PTSIE522245570,1042640,2024-10-05 11:55:28,2024-10-05 13:49:34,Unidade,202.0
QC04,PTSIE522245570,1042640,2024-10-05 13:49:34,2024-10-05 03:26:01,Unidade,259.0
QC06,PTSIE028503417,9515397,2023-09-29 16:14:14,2023-10-01 19:16:03,Tonelada,621.3904152125893
QC09,PTSIE028503417,9515397,2023-10-01 19:16:03,2023-10-01 02:36:53,Tonelada,782.6567491865221
QC07,PTSIE028503417,9515397,2023-10-01 02:36:53,2023-10-01 20:59:41,Unidade,313.0
QC08,PTSIE028503417,9515397,2023-10-01 20:59:41,2023-10-02 01:17:34,Tonelada,24.5731415676407
QC10,PTSIE028503417,9515397,2023-10-02 01:17:34,2023-09-30 19:06:33,Unidade,205.0
QC05,PTSIE028503417,9515397,2023-09-30 19:06:33,2023-10-01 18:12:09,Unidade,452.0
QC02,PTSIE239645089,6759374,2023-11-05 13:06:22,2023-11-05 19:50:50,Unidade,243.0
QC03,PTSIE239645089,6759374,2023-11-05 19:50:50,2023-11-05 21:07:58,Unidade,757.0
QC04,PTSIE239645089,6759374,2023-11-05 21:07:58,2023-11-05 16:09:57,Tonelada,420.6727012752172
QC05,PTSIE067975030,7779973,2022-02-03 06:02:09,2022-02-03 10:27:58,Unidade,44.0
QC06,PTSIE067975030,7779973,2022-02-03 10:27:58,2022-02-04 03:48:18,Quilograma,16588.87621680746
QC04,PTSIE067975030,7779973,2022-02-04 03:48:18,2022-02-03 20:10:58,Unidade,259.0
QC03,PTSIE067975030,7779973,2022-02-03 20:10:58,2022-02-03 18:08:21,Unidade,1024.0
QC01,PTSIE083788591,4590316,2023-12-03 10:35:30,2023-12-03 17:58:52,Unidade,322.0
QC02,PTSIE083788591,4590316,2023-12-03 17:58:52,2023-12-03 16:22:23,Unidade,209.0
QC05,PTSIE005347701,9497416,2022-03-25 15:44:05,2022-03-25 15:59:36,Unidade,490.0
QC06,PTSIE005347701,9497416,2022-03-25 15:59:36,2022-03-26 13:17:41,Unidade,573.0
QC04,PTSIE005347701,9497416,2022-03-26 13:17:41,2022-03-26 15:01:09,Tonelada,532.4882816725313
QC07,PTSIE005347701,9497416,2022-03-26 15:01:09,2022-03-25 19:16:26,Unidade,207.0
QC04,PTSIE881820710,0594107,2024-05-16 19:26:50,2024-05-17 07:39:27,Unidade,425.0
QC05,PTSIE881820710,0594107,2024-05-17 07:39:27,2024-05-17 16:40:45,Unidade,159.0
QC06,PTSIE881820710,0594107,2024-05-17 16:40:45,2024-05-17 18:07:20,Tonelada,255.53108555843266
QC07,PTSIE881820710,0594107,2024-05-17 18:07:20,2024-05-17 10:25:21,Unidade,320.0
QC03,PTSIE881820710,0594107,2024-05-17 10:25:21,2024-05-17 06:35:30,Unidade,177.0
QC08,PTSIE881820710,0594107,2024-05-17 06:35:30,2024-05-16 21:14:17,Tonelada,409.43900836132474
QC10,PTSIE541477834,9319007,2022-03-08 00:50:15,2022-03-08 18:27:56,Unidade,202.0
QC08,PTSIE541477834,9319007,2022-03-08 18:27:56,2022-03-09 21:05:40,Unidade,682.0
QC09,PTSIE541477834,9319007,2022-03-09 21:05:40,2022-03-08 10:07:29,Unidade,257.0
FLEXIVEL 1,PTSIE541477834,9319007,2022-03-08 10:07:29,2022-03-09 05:20:40,Tonelada,815.9461954821757
FLEXIVEL 2,PTSIE541477834,9319007,2022-03-09 05:20:40,2022-03-08 22:28:46,Unidade,836.0
QC06,PTSIE541477834,9319007,2022-03-08 22:28:46,2022-03-09 15:45:00,Unidade,109.0
QC05,PTSIE541477834,9319007,2022-03-09 15:45:00,2022-03-09 13:49:04,Tonelada,800.7814138031279
QC08,PTSIE399054472,2919606,2022-03-28 14:05:55,2022-03-28 17:05:08,Tonelada,49.22957499038459
QC10,PTSIE399054472,2919606,2022-03-28 17:05:08,2022-03-30 10:05:44,Unidade,274.0
QC09,PTSIE399054472,2919606,2022-03-30 10:05:44,2022-03-29 13:29:55,Unidade,338.0
QC07,PTSIE399054472,2919606,2022-03-29 13:29:55,2022-03-30 00:05:55,Tonelada,321.6988849301871
QC02,PTSIE132873776,6296618,2023-08-31 21:33:24,2023-09-01 17:01:11,Unidade,551.0
QC03,PTSIE132873776,6296618,2023-09-01 17:01:11,2023-08-31 23:45:14,Unidade,130.0
QC04,PTSIE132873776,6296618,2023-08-31 23:45:14,2023-09-01 12:08:30,Unidade,86.0
QC05,PTSIE132873776,6296618,2023-09-01 12:08:30,2023-09-01 08:09:20,Unidade,544.0
QC06,PTSIE840470951,5791090,2021-12-16 17:10:16,2021-12-17 05:31:10,Tonelada,700.6125529072343
QC05,PTSIE840470951,5791090,2021-12-17 05:31:10,2021-12-17 05:20:02,Unidade,379.0
QC07,PTSIE840470951,5791090,2021-12-17 05:20:02,2021-12-17 05:38:36,Unidade,248.0
